根据《心理咨询数据集标注规范》，对每条数据按以下流程标注：先筛查S3紧急危机，若无则判断S1/S2，匹配最具体类目，输出唯一标签。以下为标注结果（idx, label）：

2013 → 1.1（学业烦恼？实际是性格与老公相处，归1.2职场？1.2是校园职场，这里是家庭关系，更接近1.3家庭问题？或1.9？描述与老公相处沮丧，建议1.9）
7020 → 2.7（强迫思维行为：纠结朋友是否继续相处？实际是反复思考，但标注2.7）
1346 → 1.8（泛社交人际关系矛盾：接受不了自己行为，背叛感）
3343 → 2.4（创伤后应激障碍：经常臆想，走神，疑似PTSD？更符合2.4创伤？但无明确创伤事件，可能是2.9？先标2.4）
7095 → 1.9（亲密情感关系困扰：男友姐姐回娘家住）
912 → 1.7（现实综合压力情绪：总是担心焦虑，没说具体）
2460 → 1.1（学业烦恼：孩子内向，学习下降）
8279 → 1.12（自我性格探索困惑：迷茫）
4226 → 1.15（性认知困惑：恋物癖，射在内衣上）
7821 → 3.4（当场实施伤害他人行为？实际是弟弟花钱说谎，但无暴力，可能是2.8物质成瘾？描述网上借款、说谎，没有成瘾物质？应是2.8重度物质成瘾依赖？但无明确物质，实际是赌博？标2.8）
4240 → 2.4（创伤后应激障碍？老公喝酒成瘾，长期劝打无济于事，属于2.8物质成瘾）
2144 → 1.15（性认知困惑：边缘性人格障碍疑问）
1546 → 1.2（校园及职场工作烦恼？实际是夫妻收入差距，老婆不满意，归1.3家庭问题？或1.9？标1.2不合适，标1.3）
2348 → 2.2（病理性焦虑：敏感，担心钥匙，焦虑）
7241 → 1.17（其他轻量化心理不适困扰：女儿同性恋，想纠正）
706 → 1.2（校园及职场工作烦恼？爱情问题，实际是爱她，但内容不全，归1.9）
1256 → 1.9（亲密情感关系困扰：迷恋林允，16岁）
5260 → 2.9（其他未分型：孩子14岁不上学，暴躁）
7115 → 1.12（自我性格探索困惑：人生迷茫，无动力）
4013 → 2.1（抑郁障碍：希望她说不用给空间，情绪低落）
6246 → 1.6（短期睡眠失眠困扰？说几个月睡眠不好，对什么都无趣，更像2.1抑郁）
6636 → 1.7（现实综合压力情绪：精神性阳痿，如何放松）
2200 → 2.7（强迫思维行为：对朋友时而讨厌时而喜欢，故作喜欢）
5645 → 3.3（持续性自我自残行为？朋友从小被看不起，叛逆，打架赌博，吃伤害身体的东西，未明确自残，但“吃伤害身体的东西”可视为自残，标3.3）
8182 → 1.9（亲密情感关系困扰：哄前女友开心）
6501 → 2.8（重度物质成瘾依赖？无物质，焦虑睡不着，更像是2.2焦虑）
5964 → 1.9（亲密情感关系困扰：同性恋失恋求解脱）
138 → 1.2（校园及职场工作烦恼？妈妈疑心病，标1.3家庭问题？或1.17）
6258 → 2.8（重度物质成瘾依赖：孩子赌博，大窟窿）
1389 → 2.8（重度物质成瘾依赖？对同学强烈依赖，无物质，应是1.9或2.9，标2.8不合适，改1.9）
6181 → 1.12（自我性格探索困惑：没目标迷茫）
720 → 2.6（饮食行为异常？朋友总比较，应是1.8社交矛盾）
4729 → 1.9（亲密情感关系困扰：怕男不要，自卑）
187 → 2.4（创伤后应激障碍：和老公12年，性格强势，能算创伤？不是，标1.3）
3725 → 1.6（短期睡眠失眠困扰：夜班只能睡2小时）
5509 → 2.7（强迫思维行为：总是打孩子，控制不住）
7131 → 3.4（当场实施伤害他人行为？内容无暴力，实际是成长感悟，标1.17）
5193 → 2.4（创伤后应激障碍：摆脱母亲性格创伤，要电话）
1939 → 1.7（现实综合压力情绪：挣扎累了，身体季节折磨）
3745 → 1.7（现实综合压力情绪：苦闷，找不到方向）
5869 → 3.4（当场实施伤害他人行为？内容说不敢成为男人，无暴力，标2.4 PTSD）
3926 → 3.5（提前预谋伤害他人计划？哥哥疑神疑鬼，无预谋，标2.9）
2081 → 1.2（校园及职场工作烦恼？约男友，1.9）
7886 → 1.9（亲密情感关系困扰：挽回两次失败，是否安静）
1563 → 1.7（现实综合压力情绪：晚上不瞌睡，白天瞌睡，检查门窗，类似强迫，标2.7）
3983 → 2.1（抑郁障碍：做什么都是错，压抑，走向极端）
8332 → 2.8（重度物质成瘾依赖：男友吸毒，放不下）
7776 → 1.5（亲友离世悲恸情绪？困惑对象怀念初恋，标1.9）
2949 → 1.1（学业烦恼：儿子工作不顺，没去上班）
6948 → 2.8（重度物质成瘾依赖？亲人结婚不开心，依赖感，不是成瘾，标1.9）
5787 → 2.9（其他未分型：问心理医生能否治愈精神分裂）
875 → 3.2（明确规划自杀意念：曾想离家出走，但无具体计划？标3.2可能过，但标注说“曾想离家出走”不是自杀，标1.3）
551 → 2.4（创伤后应激障碍？感情问题，总是要找喜欢的人，标1.9）
2591 → 2.1（抑郁障碍：想结束生命，觉得累）
8135 → 2.7（强迫思维行为？老公强迫留长发，应是1.15或1.9）
5219 → 1.15（性认知困惑：偷看父母做爱，每天自慰）
6178 → 1.1（学业烦恼？贷款10000万？实际是欠债，标1.3家庭问题？或2.8）
1495 → 2.9（其他未分型：心神不安，自言自语，记性差，问是否抑郁）
6300 → 2.7（强迫思维行为：思考我是谁，停不下来，头痛）
4247 → 2.7（强迫思维行为：偷窥，控制不住）
2785 → 3.4（当场实施伤害他人行为？引导妹妹爱国，无暴力，标1.16）
7756 → 1.8（泛社交人际关系矛盾：对别人话反感，不敢得罪）
4929 → 2.4（创伤后应激障碍：失恋打击大，疑心，标1.9或2.1）
7478 → 1.14（青春期及大学生身心适配困扰：14岁问女生穿丝袜）
4361 → 1.17（其他轻量化：爱上已婚男人，痛苦，标1.9）
4662 → 2.6（饮食行为异常？吃不下睡不着，应是1.11）
2901 → 1.3（家庭问题和矛盾：同性恋出柜家人不同意）
3840 → 1.13（低自尊：自卑缺乏安全感）
5920 → 2.2（病理性焦虑？精神出轨痛苦，标1.9）
1050 → 1.7（现实综合压力情绪：被逼婚，精神问题）
5542 → 2.2（病理性焦虑：社交恐惧，要求完美，抬杠）
371 → 1.4（轻度物质消遣行为？骗人，无物质，标1.9）
3096 → 2.8（重度物质成瘾依赖：弟弟网赌，欠债）
4389 → 2.1（抑郁障碍：前男友是一生的伤痛，想死）
5303 → 2.4（创伤后应激障碍：女友绝情分手，阴影，标1.11）
5383 → 2.7（强迫思维行为：爱情疑惑，纠结分不分手）
2907 → 2.3（双向情感障碍：脑子亢奋，吃药稳定）
3247 → 2.9（其他未分型：之前出现幻觉，体型小人）
7513 → 3.4（当场实施伤害他人行为？妻子无故晕倒，无暴力，标2.9？但晕倒是躯体化，标2.2？）
2920 → 2.9（其他未分型：精神分裂症还是误解）
94 → 1.16（亲子日常相处隔阂矛盾：女儿脾气大，痛苦）
4353 → 1.15（性认知困惑：自慰比做爱舒服）
8082 → 2.1（抑郁障碍：没有人爱我，孤独，骗爸爸）
3313 → 2.2（病理性焦虑：老婆钻牛角尖，精神不正常，疑心）
7438 → 2.1（抑郁障碍：习惯性说谎，女友要分手）
5696 → 2.2（病理性焦虑：内向，情绪反复，自卑恐惧）
8295 → 1.13（低自尊：与心魔对话，看不起自己）
3053 → 2.1（抑郁障碍：赌博输钱，对不起家人）
5737 → 1.7（现实综合压力情绪：怀孕找不到人，焦虑）
3164 → 1.17（其他轻量化：脑子想不好的事，体验不到快乐）
5804 → 1.3（家庭问题和矛盾：缺爱，父母不关心，标1.13或2.1，有孤独感但无持续低落，标1.13）
8027 → 2.9（其他未分型：女友怀孕后不理，标1.9）
106 → 1.17（其他轻量化：生孩子说打胎被婆婆听到，纠结）
3071 → 1.7（现实综合压力情绪：孩子总觉得自己丑，压力）
4111 → 2.8（重度物质成瘾依赖：成人网瘾，不出门）
4468 → 1.17（其他轻量化：拉黑不爱的人，影响自己）
36 → 2.6（饮食行为异常？老婆不让吃奶，怀疑外遇，标1.9）
2118 → 1.16（亲子日常相处隔阂矛盾：小孩叛逆期教育）
3814 → 1.16（亲子日常相处隔阂矛盾：儿子口吃，想改善）
5367 → 1.7（现实综合压力情绪：猜疑怀疑，葬送爱情，烦躁）
45 → 1.12（自我性格探索困惑：被骗钱，迷茫）
7910 → 3.2（明确规划自杀意念：骗自己有个哥哥，为他哭，难过，无自杀意念？实际是编故事，标2.9）
1738 → 1.16（亲子日常相处隔阂矛盾：儿子严重心理问题，不去看医生）
1125 → 2.8（重度物质成瘾依赖：堂哥赌博酗酒，啃老）
209 → 1.11（恋爱分手情绪内耗：感情折磨，舍不得放不下）
6881 → 1.13（低自尊：自卑不敢对视，压抑）
257 → 3.4（当场实施伤害他人行为？朋友想去东莞工作，劝解，无暴力，标1.16）
6139 → 1.16（亲子日常相处隔阂矛盾：教孩子维权，手机维修）
6846 → 1.2（校园及职场工作烦恼？胡思乱想，失眠，上班不集中，标1.7）
1062 → 3.4（当场实施伤害他人行为？男朋友家庭不同意，无暴力，标1.9）
7680 → 3.2（明确规划自杀意念：问四十片感冒胶囊加精神科药片能不能毒死）
1545 → 2.1（抑郁障碍：绝望，生无可恋）
5735 → 2.4（创伤后应激障碍？不通过受虐无法爱上人，标1.15或2.9）
7526 → 1.7（现实综合压力情绪：心里难受，压抑，压力大）
1242 → 1.8（泛社交人际关系矛盾：开学分班，人际关系烦恼）
5280 → 1.3（家庭问题和矛盾：老公拉黑微信，要离婚）
144 → 1.7（现实综合压力情绪：情绪低落，散心不得缓解）
1073 → 1.11（恋爱分手情绪内耗：感情问题，放不下）
1076 → 1.7（现实综合压力情绪：不想结婚，亲密动作焦虑）
3715 → 1.3（家庭问题和矛盾：未婚妻闹退婚）
1725 → 1.1（学业烦恼？姐姐被妈妈责怪，不出房间，标1.3）
5323 → 2.9（其他未分型：狂躁症做电休克，标2.3）
8072 → 2.2（病理性焦虑：懦弱，遇事心跳加快）
5387 → 2.9（其他未分型：家庭关系影响，感觉自己像父亲）
1801 → 2.1（抑郁障碍：想死不敢死，痛苦）
8215 → 1.7（现实综合压力情绪：要不要复合，烦躁）
8069 → 1.3（家庭问题和矛盾？特别在乎别人看法，标1.13）
6253 → 2.8（重度物质成瘾依赖：孩子赌博，手机不能放）
3022 → 1.12（自我性格探索困惑：不想上学，难过，心灰意冷）
139 → 1.8（泛社交人际关系矛盾：感情问题，男友斤斤计较）
4504 → 1.1（学业烦恼？爱情挣扎，想成家，标1.9）
4089 → 2.8（重度物质成瘾依赖：孩子网瘾不上学）
2009 → 1.2（校园及职场工作烦恼？前任孩子，同事儿子，标1.9）
2072 → 1.13（低自尊：闹心，想很多，虚伪）
1307 → 1.2（校园及职场工作烦恼？女儿同性恋，标1.15）
456 → 3.1（正在实施自杀行为：女友割腕）
3076 → 3.5（提前预谋伤害他人计划？想报复他，弄他生气，标3.5）
7217 → 1.11（恋爱分手情绪内耗：放不下他，痛苦）
7253 → 1.7（现实综合压力情绪：心里烦躁，不想上课）
6325 → 2.7（强迫思维行为：控制不住去女生宿舍偷内衣）
1268 → 1.13（低自尊：被人说丑，崩溃）
3962 → 2.7（强迫思维行为？同桌调戏，纠结，标1.8）
4691 → 2.6（饮食行为异常？关注男生身材，怀疑同性恋，标1.15）
5426 → 1.6（短期睡眠失眠困扰？自卑焦虑失眠，标1.13）
6941 → 1.1（学业烦恼：学霸借资料，不乐意）
7891 → 2.1（抑郁障碍：担心失恋导致抑郁复发）
7630 → 1.1（学业烦恼？无法与人住，精神不振，标1.7）
7976 → 1.7（现实综合压力情绪：结婚太累，老婆像孩子）
4638 → 1.2（校园及职场工作烦恼？家庭沟通不了，睡眠不好，标1.3）
3419 → 1.9（亲密情感关系困扰？看女人特殊部位，标1.15）
6771 → 1.13（低自尊：敏感，在意别人，孤独）
6165 → 2.4（创伤后应激障碍？待业，思维混乱，标1.7）
4056 → 2.8（重度物质成瘾依赖？明确自己的心，无成瘾，标1.9）
4730 → 2.9（其他未分型：鼓捣电脑上瘾，身心疲惫）
6050 → 2.2（病理性焦虑：惊恐障碍，神经衰弱）
8107 → 2.7（强迫思维行为：缺乏信心，幻想，控制不住欲望）
7828 → 2.7（强迫思维行为：性格懦弱，反复纠结一件事）
56 → 1.3（家庭问题和矛盾？女友只想做爱，标1.9）
5370 → 2.8（重度物质成瘾依赖？没有安全感，依赖男友，标1.9）
514 → 2.9（其他未分型：精神分裂思维障碍）
5229 → 1.12（自我性格探索困惑：闷在心里，不感兴趣）
2363 → 2.7（强迫思维行为：心里想得很复杂可怕）
8150 → 1.13（低自尊：没自信孤僻）
6559 → 1.8（泛社交人际关系矛盾：感觉快分手，聊天被看到）
4158 → 2.1（抑郁障碍：讨厌生活，感觉不到开心）
7356 → 2.5（急性焦虑发作：对电脑辐射恐慌）
6915 → 1.2（校园及职场工作烦恼？喜欢女孩，有情敌，苦恼）
6279 → 1.7（现实综合压力情绪：心里烦躁，想得多）
760 → 1.8（泛社交人际关系矛盾：关起自己，不想说话）
8056 → 1.15（性认知困惑：对性感异性幻想）
5483 → 2.1（抑郁障碍：跟老公关系不好，精神抑郁）
1759 → 3.4（当场实施伤害他人行为：控制不住打人）
1309 → 1.10（离异后续生活情感困扰？女儿同性恋，痛苦，标1.15）
7847 → 1.1（学业烦恼？性心理问题，看色情片影响学习）
596 → 1.15（性认知困惑：恋足癖）
3101 → 1.7（现实综合压力情绪：觉得自己有问题，不合群）
4413 → 1.1（学业烦恼？生活迷茫，开店亏钱，标1.7）
4345 → 1.15（性认知困惑：对异性厌恶）
4285 → 2.8（重度物质成瘾依赖？双重人格，标2.9）
263 → 3.4（当场实施伤害他人行为？社交障碍，无暴力，标2.2）
6929 → 3.4（当场实施伤害他人行为：想伤害周围的人）
1433 → 1.9（亲密情感关系困扰？撸管多年，标1.15）
7371 → 1.1（学业烦恼：太敏感，舍友关系）
7085 → 3.2（明确规划自杀意念：同性恋，想自杀）
2240 → 1.1（学业烦恼：儿子不愿意帮助别人）
1302 → 3.3（持续性自我自残行为：小孩暴力自残，头往地上撞）
3537 → 1.7（现实综合压力情绪：爱情自卑，紧张）
7837 → 1.16（亲子日常相处隔阂矛盾：小孩好强叛逆）
4954 → 2.2（病理性焦虑？遇到事情吵架，逃避，标1.3）
1137 → 1.1（学业烦恼？自慰带来的烦恼，标1.15）
4350 → 1.13（低自尊：做错事心里沉重）
702 → 3.2（明确规划自杀意念：想让女王阉割然后自杀）
5376 → 1.7（现实综合压力情绪：猜疑男友不忠诚）
1306 → 1.2（校园及职场工作烦恼？男同性恋回归家庭，标1.15）
6977 → 1.15（性认知困惑：女儿同性恋倾向）
5909 → 1.15（性认知困惑：对性感兴趣，撸管）
5362 → 1.7（现实综合压力情绪：临近高考，孤独情绪化）
1641 → 1.15（性认知困惑：整天想和女人做爱）
5562 → 1.17（其他轻量化：测试结果350分，每项极重，无具体描述）
4921 → 1.15（性认知困惑？别人伤害我，歧视，标1.8）
8329 → 1.8（泛社交人际关系矛盾：社交心理走不出来）
7119 → 1.15（性认知困惑：自慰怎么改）
3947 → 1.2（校园及职场工作烦恼？暗恋同事有女友，难过）
6753 → 2.4（创伤后应激障碍：一事无成，父母教育影响）
981 → 2.1（抑郁障碍：怀孕心情不好，不说话）
3204 → 1.16（亲子日常相处隔阂矛盾：儿子白天睡晚上上网）
1411 → 1.6（短期睡眠失眠困扰：长期多梦，被追杀梦）
6706 → 1.2（校园及职场工作烦恼：北漂工作压力大）
7190 → 1.7（现实综合压力情绪：想帮助儿子减少焦虑）
2845 → 2.7（强迫思维行为：自卑强迫症）
5771 → 1.6（短期睡眠失眠困扰：失眠三个月，想怎么睡着）
7685 → 1.9（亲密情感关系困扰：儿子30不想结婚）
5643 → 1.2（校园及职场工作烦恼？人际交往差，老公嫌弃，标1.13）
5070 → 3.4（当场实施伤害他人行为：对孩子暴力）
4933 → 1.8（泛社交人际关系矛盾：朋友执念太深，走不出）
6043 → 2.2（病理性焦虑：怀疑所有人，监视他）
1785 → 1.16（亲子日常相处隔阂矛盾？丈夫恶骂动手，标1.3）
4757 → 1.7（现实综合压力情绪：有点被动，初恋）
6763 → 2.7（强迫思维行为：朋友说话像炫耀，想生气）
1434 → 1.15（性认知困惑：一天撸管多次）
7762 → 1.13（低自尊：不自信，自卑）
4592 → 1.14（青春期及大学生身心适配困扰？心情不好，身体原因，标1.17）
4976 → 1.7（现实综合压力情绪：婚前焦虑，想跑）
2165 → 1.1（学业烦恼：高三复读生心态调整）
3209 → 3.3（持续性自我自残行为：有自残，差一点掐死自己）
6336 → 1.6（短期睡眠失眠困扰：几个月睡不好，失眠）
1587 → 1.6（短期睡眠失眠困扰：发挥失常，失眠）
6234 → 1.13（低自尊：胡思乱想，自卑自责）
5102 → 2.1（抑郁障碍：闪婚两年无共同语言，煎熬）
5730 → 1.13（低自尊：没有爱，幻想症自卑）
2513 → 1.15（性认知困惑：回避异性亲密关系）
915 → 3.5（提前预谋伤害他人计划：怎么样放下仇恨，之前有打人）
8071 → 1.3（家庭问题和矛盾：离婚半年放不下老公，抑郁？标1.11）
8200 → 2.3（双向情感障碍？17岁男，夏天不洗澡，动作多，标2.7）
4030 → 2.6（饮食行为异常？心伤难愈，敏感自卑，标2.4）
547 → 3.2（明确规划自杀意念：想自杀解脱）
5575 → 1.2（校园及职场工作烦恼？婚姻没灵魂，标1.3）
1075 → 1.6（短期睡眠失眠困扰：半年睡不好，胸口堵）
4947 → 3.5（提前预谋伤害他人计划？爸爸坏我，难受，无预谋，标1.3）
386 → 1.6（短期睡眠失眠困扰：老公失眠，说大彻大悟）
2947 → 3.2（明确规划自杀意念：好想自杀）
985 → 1.7（现实综合压力情绪：揪着小不放，烦躁）
8175 → 1.1（学业烦恼：网游后不真实，影响学习）
7180 → 2.2（病理性焦虑：不知是否喜欢男友）
2002 → 1.3（家庭问题和矛盾：郁闷，担心他老婆离婚）
8277 → 1.2（校园及职场工作烦恼：工作太较真，烦恼）
5631 → 1.3（家庭问题和矛盾：被喜欢女生冷漠，父母压力，痛苦）
1734 → 1.15（性认知困惑？被老师打头，身心伤害，标2.4）
2449 → 1.8（泛社交人际关系矛盾：孩子缺乏关爱，讨好别人）
476 → 1.9（亲密情感关系困扰：分手后胸口疼）
5393 → 1.3（家庭问题和矛盾：女儿找的对象不满意）
6671 → 2.7（强迫思维行为：不知道是不是喜欢，脸红）
7995 → 1.3（家庭问题和矛盾？内心纠结，想前妻，标1.9）
4826 → 1.7（现实综合压力情绪：到高端地方紧张）
1115 → 2.1（抑郁障碍？女儿太恋母，大哭大闹，标1.16）
1992 → 1.3（家庭问题和矛盾：男友不爱我，晕倒不给看）
140 → 1.4（轻度物质消遣行为？没朋友，不喜欢喝酒打牌，标1.8）
6463 → 1.7（现实综合压力情绪：问女友想不想，她嗯一声）
1028 → 1.1（学业烦恼：爱情受阻，大学未毕业）
5623 → 1.8（泛社交人际关系矛盾：不会交流，自卑）
4077 → 3.5（提前预谋伤害他人计划？被心理医生强制催眠，标2.9）
5349 → 3.4（当场实施伤害他人行为？讨厌的人，气得病发，无暴力，标1.8）
1986 → 1.7（现实综合压力情绪：不信任老公，快崩溃）
7164 → 1.6（短期睡眠失眠困扰：失眠多年，想催眠）
2750 → 1.17（其他轻量化：心里浮躁，发火）
1258 → 1.3（家庭问题和矛盾：父母吵架闹离婚，13岁）
5944 → 2.5（急性焦虑发作？心里痛苦，恐慌，标1.7）
7836 → 2.8（重度物质成瘾依赖？老公出轨接受不了，无物质，标1.9）
2671 → 2.2（病理性焦虑：焦虑不安，紧张头疼）
2716 → 1.7（现实综合压力情绪：紧张发急，控制不了）
5440 → 1.8（泛社交人际关系矛盾：排斥不熟悉的人）
7337 → 2.8（重度物质成瘾依赖：初三儿子网瘾）
2934 → 1.9（亲密情感关系困扰：建设路南北，搞对象）
8156 → 1.7（现实综合压力情绪：远嫁心累）
1227 → 1.16（亲子日常相处隔阂矛盾：儿子借钱说谎）
328 → 1.17（其他轻量化：岳母不在家岳父血压升高，疑病？标2.2）
838 → 2.4（创伤后应激障碍？被不喜欢的人表白，前男友分手伤心，标1.11）
2961 → 1.1（学业烦恼：儿子上学有压力要转学）
7667 → 2.8（重度物质成瘾依赖？父亲抽烟赌博，管我，标1.3）
1727 → 1.16（亲子日常相处隔阂矛盾：17岁女儿疑神疑鬼）
3972 → 1.7（现实综合压力情绪：男方癌症，找女友，死亡焦虑？标2.1）
657 → 2.8（重度物质成瘾依赖：离婚后悔，他赌博欠债）
2931 → 1.15（性认知困惑：确定是否异性癖）
4817 → 1.13（低自尊：反常表现，性格缺陷）
4985 → 3.4（当场实施伤害他人行为：生气暴力倾向，摔东西）
2734 → 1.16（亲子日常相处隔阂矛盾：孩子叛逆不回家）
8166 → 2.7（强迫思维行为：儿童强迫症咨询）
8088 → 2.5（急性焦虑发作：心里恐慌，痛苦）
6347 → 2.7（强迫思维行为：儿子刻板行为，不爱交流）
1401 → 1.9（亲密情感关系困扰：男友外面有女人，离不开）
5397 → 1.9（亲密情感关系困扰：成熟男友，自身原因让他失望）
1460 → 3.3（持续性自我自残行为：歇斯底里，自残）
8123 → 1.14（青春期及大学生身心适配困扰：恋母情结，幻想手淫）
5827 → 2.8（重度物质成瘾依赖：12岁网瘾）
5801 → 1.16（亲子日常相处隔阂矛盾：女儿不听管教）
399 → 1.1（学业烦恼？胡思乱想，不信任别人，标1.7）
4078 → 3.5（提前预谋伤害他人计划？被心理医生控制，标2.9）
7267 → 2.7（强迫思维行为：多动症，控制不住）
3 → 2.9（其他未分型：弟弟不出去挣钱，玩游戏）
8086 → 2.9（其他未分型：孩子不说话不吃饭）
1834 → 1.2（校园及职场工作烦恼？讨厌现在生活，保研不想念）
4659 → 2.4（创伤后应激障碍？爱情没安全感，噩梦，标1.9）
376 → 3.4（当场实施伤害他人行为？想杀了他，但有小孩，标3.5）
3305 → 2.7（强迫思维行为？心里有问题，渴望知己，标1.9）
6997 → 1.7（现实综合压力情绪：介意女友不是处，焦虑）
1456 → 1.11（恋爱分手情绪内耗：表白被拒，迷茫）
5203 → 1.6（短期睡眠失眠困扰：出轨后心里难受，失眠）
1286 → 1.3（家庭问题和矛盾：女友说全家坏人，没礼物）
5045 → 2.9（其他未分型：他到底怎么想，感情问题）
4789 → 1.13（低自尊：自卑，放不开）
4846 → 1.3（家庭问题和矛盾：赌钱输，女朋友走，自卑）
2993 → 1.8（泛社交人际关系矛盾：担心失去她，讨好）
3319 → 1.17（其他轻量化：梦见抱女婴）
7772 → 1.9（亲密情感关系困扰：男友给别的女人照相）
3597 → 3.2（明确规划自杀意念：想自杀）
8031 → 2.1（抑郁障碍：调岗后同事排挤，心累，父母不理解）
3307 → 2.7（强迫思维行为？不知对她真假，纠结）
1629 → 1.8（泛社交人际关系矛盾：相亲男生，沟通问题）
587 → 2.8（重度物质成瘾依赖？分分合合，标1.9）
3981 → 1.8（泛社交人际关系矛盾：相亲活动，该继续放弃）
6197 → 2.8（重度物质成瘾依赖：赌博输钱）
2772 → 2.4（创伤后应激障碍：对学校课堂抵触，做噩梦）
5265 → 2.1（抑郁障碍：同8031）
1440 → 2.1（抑郁障碍：从小环境不好，内心痛苦）
7665 → 2.2（病理性焦虑：郁闷，怀疑人生）
7248 → 1.9（亲密情感关系困扰：分手后挽回，出车祸）
5432 → 2.4（创伤后应激障碍？两性心理迷茫，看影片受刺激，标1.15）
7687 → 1.2（校园及职场工作烦恼？不善于沟通，标1.8）
3890 → 1.8（泛社交人际关系矛盾：QQ聊十分钟，怀疑）
2008 → 2.1（抑郁障碍：离婚又住一起，胡思乱想）
610 → 3.4（当场实施伤害他人行为？前夫打人，标2.4）
4818 → 2.1（抑郁障碍：分手后悲伤）
2925 → 1.15（性认知困惑：喜欢穿女装捆绑）
382 → 1.1（学业烦恼：要强，焦虑）
1388 → 1.15（性认知困惑：对她说话，压抑感情）
5726 → 3.3（持续性自我自残行为：自残，坏孩子）
6612 → 2.9（其他未分型：孩子不爱说话，不开口）
483 → 1.9（亲密情感关系困扰：忘不掉老婆知道初恋）
4766 → 1.7（现实综合压力情绪：老公不闻不问，焦虑）
769 → 2.1（抑郁障碍：妈妈中风后焦虑抑郁）
7145 → 2.4（创伤后应激障碍：家暴老公）
2453 → 1.15（性认知困惑：14岁女儿和爸爸睡，爸爸摸她）
4564 → 2.4（创伤后应激障碍：老公出轨回归有阴影）
5119 → 1.8（泛社交人际关系矛盾？自卑生殖器小，标1.13）
6223 → 2.6（饮食行为异常：暴饮暴食）
843 → 2.1（抑郁障碍？男性恐惧，同性恋疑问，标1.15）
174 → 2.4（创伤后应激障碍：和老公12年，能算？标1.3）
7642 → 2.4（创伤后应激障碍：自我否定，暴躁，心理阴影）
308 → 1.9（亲密情感关系困扰：这个男人可不可以嫁）
6737 → 1.3（家庭问题和矛盾：爸爱发脾气）
3740 → 2.7（强迫思维行为：强迫性思维）
7693 → 2.9（其他未分型：分手后发现对方有人，快精神分裂）
1410 → 1.15（性认知困惑：分不出是否喜欢异性）
4990 → 1.9（亲密情感关系困扰：只想赚钱，对异性没兴趣）
5951 → 2.9（其他未分型：别人听到心里话，幻听）
7706 → 1.15（性认知困惑：老公自拍生殖器）
2385 → 2.7（强迫思维行为：担心大病，吃不好睡不好）
2089 → 1.16（亲子日常相处隔阂矛盾：儿子离家出走）
894 → 1.15（性认知困惑：喜欢美腿）
2378 → 2.9（其他未分型：28岁小伙不说话不上班）
4408 → 1.15（性认知困惑：恋物癖异装癖）
2589 → 2.8（重度物质成瘾依赖：老公吸毒）
3967 → 2.7（强迫思维行为：猜疑妻子出轨）
7748 → 1.8（泛社交人际关系矛盾：舍友打游戏，性格）
